Clauses,T,s,Accuracy(%),,"? 数据加载成功！X 形状: (1928, 128), y 形状: (1928,)"
,,,,,"[426/560] 训练中: N=2000, T=200, s=2.1 ... 验证率: 91.71%, 耗时/轮: 0.37s"
,,,,,"[427/560] 训练中: N=2000, T=200, s=3.99 ... 验证率: 91.19%, 耗时/轮: 0.21s"
,,,,,"[428/560] 训练中: N=2000, T=200, s=7.6 ... 验证率: 91.45%, 耗时/轮: 0.19s"
,,,,,"[429/560] 训练中: N=2000, T=200, s=14.47 ... 验证率: 89.64%, 耗时/轮: 0.24s"
,,,,,"[430/560] 训练中: N=2000, T=200, s=27.57 ... 验证率: 88.08%, 耗时/轮: 0.33s"
,,,,,"[431/560] 训练中: N=2000, T=200, s=52.5 ... 验证率: 87.31%, 耗时/轮: 0.43s"
,,,,,"[432/560] 训练中: N=2000, T=200, s=100.0 ... 验证率: 82.90%, 耗时/轮: 0.48s"
,,,,,"[433/560] 训练中: N=2000, T=500, s=1.1 ... 验证率: 91.71%, 耗时/轮: 1.48s"
,,,,,"[434/560] 训练中: N=2000, T=500, s=2.1 ... 验证率: 91.45%, 耗时/轮: 0.52s"
,,,,,"[435/560] 训练中: N=2000, T=500, s=3.99 ... 验证率: 90.16%, 耗时/轮: 0.36s"
,,,,,"[436/560] 训练中: N=2000, T=500, s=7.6 ... 验证率: 90.16%, 耗时/轮: 0.37s"
,,,,,"[437/560] 训练中: N=2000, T=500, s=14.47 ... 验证率: 88.08%, 耗时/轮: 0.44s"
,,,,,"[438/560] 训练中: N=2000, T=500, s=27.57 ... 验证率: 86.27%, 耗时/轮: 0.50s"
,,,,,"[439/560] 训练中: N=2000, T=500, s=52.5 ... 验证率: 87.82%, 耗时/轮: 0.50s"
,,,,,"[440/560] 训练中: N=2000, T=500, s=100.0 ... 验证率: 82.38%, 耗时/轮: 0.49s"
,,,,,"[441/560] 训练中: N=2000, T=1000, s=1.1 ... 验证率: 88.60%, 耗时/轮: 2.36s"
,,,,,"[442/560] 训练中: N=2000, T=1000, s=2.1 ... 验证率: 89.64%, 耗时/轮: 0.96s"
,,,,,"[443/560] 训练中: N=2000, T=1000, s=3.99 ... 验证率: 89.64%, 耗时/轮: 0.58s"
,,,,,"[444/560] 训练中: N=2000, T=1000, s=7.6 ... 验证率: 89.12%, 耗时/轮: 0.56s"
,,,,,"[445/560] 训练中: N=2000, T=1000, s=14.47 ... 验证率: 88.60%, 耗时/轮: 0.55s"
,,,,,"[446/560] 训练中: N=2000, T=1000, s=27.57 ... 验证率: 84.97%, 耗时/轮: 0.53s"
,,,,,"[447/560] 训练中: N=2000, T=1000, s=52.5 ... 验证率: 80.83%, 耗时/轮: 0.51s"
,,,,,"[448/560] 训练中: N=2000, T=1000, s=100.0 ... 验证率: 80.05%, 耗时/轮: 0.50s"
,,,,,"[449/560] 训练中: N=3000, T=5, s=1.1 ... 验证率: 75.39%, 耗时/轮: 1.72s"
,,,,,"[450/560] 训练中: N=3000, T=5, s=2.1 ... 验证率: 89.38%, 耗时/轮: 0.60s"
,,,,,"[451/560] 训练中: N=3000, T=5, s=3.99 ... 验证率: 87.82%, 耗时/轮: 0.28s"
,,,,,"[452/560] 训练中: N=3000, T=5, s=7.6 ... 验证率: 87.56%, 耗时/轮: 0.18s"
,,,,,"[453/560] 训练中: N=3000, T=5, s=14.47 ... 验证率: 86.27%, 耗时/轮: 0.16s"
,,,,,"[454/560] 训练中: N=3000, T=5, s=27.57 ... 验证率: 87.82%, 耗时/轮: 0.16s"
,,,,,"[455/560] 训练中: N=3000, T=5, s=52.5 ... 验证率: 89.38%, 耗时/轮: 0.18s"
,,,,,"[456/560] 训练中: N=3000, T=5, s=100.0 ... 验证率: 88.34%, 耗时/轮: 0.21s"
,,,,,"[457/560] 训练中: N=3000, T=20, s=1.1 ... 验证率: 86.53%, 耗时/轮: 1.77s"
,,,,,"[458/560] 训练中: N=3000, T=20, s=2.1 ... 验证率: 90.93%, 耗时/轮: 0.57s"
,,,,,"[459/560] 训练中: N=3000, T=20, s=3.99 ... 验证率: 84.72%, 耗时/轮: 0.27s"
,,,,,"[460/560] 训练中: N=3000, T=20, s=7.6 ... 验证率: 87.31%, 耗时/轮: 0.18s"
,,,,,"[461/560] 训练中: N=3000, T=20, s=14.47 ... 验证率: 87.82%, 耗时/轮: 0.17s"
,,,,,"[462/560] 训练中: N=3000, T=20, s=27.57 ... 验证率: 90.67%, 耗时/轮: 0.18s"
,,,,,"[463/560] 训练中: N=3000, T=20, s=52.5 ... 验证率: 88.60%, 耗时/轮: 0.21s"
,,,,,"[464/560] 训练中: N=3000, T=20, s=100.0 ... 验证率: 89.64%, 耗时/轮: 0.27s"
,,,,,"[465/560] 训练中: N=3000, T=50, s=1.1 ... 验证率: 89.90%, 耗时/轮: 1.49s"
,,,,,"[466/560] 训练中: N=3000, T=50, s=2.1 ... 验证率: 88.34%, 耗时/轮: 0.55s"
,,,,,"[467/560] 训练中: N=3000, T=50, s=3.99 ... 验证率: 86.27%, 耗时/轮: 0.26s"
,,,,,"[468/560] 训练中: N=3000, T=50, s=7.6 ... 验证率: 86.79%, 耗时/轮: 0.18s"
,,,,,"[469/560] 训练中: N=3000, T=50, s=14.47 ... 验证率: 88.60%, 耗时/轮: 0.18s"
,,,,,"[470/560] 训练中: N=3000, T=50, s=27.57 ... 验证率: 87.82%, 耗时/轮: 0.21s"
,,,,,"[471/560] 训练中: N=3000, T=50, s=52.5 ... 验证率: 90.16%, 耗时/轮: 0.27s"
,,,,,"[472/560] 训练中: N=3000, T=50, s=100.0 ... 验证率: 87.82%, 耗时/轮: 0.38s"
,,,,,"[473/560] 训练中: N=3000, T=100, s=1.1 ... 验证率: 87.05%, 耗时/轮: 1.34s"
,,,,,"[474/560] 训练中: N=3000, T=100, s=2.1 ... 验证率: 88.86%, 耗时/轮: 0.53s"
,,,,,"[475/560] 训练中: N=3000, T=100, s=3.99 ... 验证率: 87.56%, 耗时/轮: 0.26s"
,,,,,"[476/560] 训练中: N=3000, T=100, s=7.6 ... 验证率: 91.45%, 耗时/轮: 0.20s"
,,,,,"[477/560] 训练中: N=3000, T=100, s=14.47 ... 验证率: 91.45%, 耗时/轮: 0.21s"
,,,,,"[478/560] 训练中: N=3000, T=100, s=27.57 ... 验证率: 89.64%, 耗时/轮: 0.26s"
,,,,,"[479/560] 训练中: N=3000, T=100, s=52.5 ... 验证率: 87.31%, 耗时/轮: 0.38s"
,,,,,"[480/560] 训练中: N=3000, T=100, s=100.0 ... 验证率: 84.20%, 耗时/轮: 0.56s"
,,,,,"[481/560] 训练中: N=3000, T=200, s=1.1 ... 验证率: 91.45%, 耗时/轮: 1.37s"
,,,,,"[482/560] 训练中: N=3000, T=200, s=2.1 ... 验证率: 91.71%, 耗时/轮: 0.51s"
,,,,,"[483/560] 训练中: N=3000, T=200, s=3.99 ... 验证率: 91.19%, 耗时/轮: 0.28s"
,,,,,"[484/560] 训练中: N=3000, T=200, s=7.6 ... 验证率: 90.93%, 耗时/轮: 0.23s"
,,,,,"[485/560] 训练中: N=3000, T=200, s=14.47 ... 验证率: 90.41%, 耗时/轮: 0.28s"
,,,,,"[486/560] 训练中: N=3000, T=200, s=27.57 ... 验证率: 87.82%, 耗时/轮: 0.37s"
,,,,,"[487/560] 训练中: N=3000, T=200, s=52.5 ... 验证率: 84.46%, 耗时/轮: 0.53s"
,,,,,"[488/560] 训练中: N=3000, T=200, s=100.0 ... 验证率: 86.27%, 耗时/轮: 0.68s"
,,,,,"[489/560] 训练中: N=3000, T=500, s=1.1 ... 验证率: 92.49%, 耗时/轮: 1.83s"
,,,,,"[490/560] 训练中: N=3000, T=500, s=2.1 ... 验证率: 93.26%, 耗时/轮: 0.65s"
,,,,,    ?? 发现新的最优参数组合！验证率: 93.26%
,,,,,"[491/560] 训练中: N=3000, T=500, s=3.99 ... 验证率: 91.19%, 耗时/轮: 0.38s"
,,,,,"[492/560] 训练中: N=3000, T=500, s=7.6 ... 验证率: 90.16%, 耗时/轮: 0.43s"
,,,,,"[493/560] 训练中: N=3000, T=500, s=14.47 ... 验证率: 89.38%, 耗时/轮: 0.52s"
,,,,,"[494/560] 训练中: N=3000, T=500, s=27.57 ... 验证率: 88.86%, 耗时/轮: 0.64s"
,,,,,"[495/560] 训练中: N=3000, T=500, s=52.5 ... 验证率: 87.82%, 耗时/轮: 0.72s"
,,,,,"[496/560] 训练中: N=3000, T=500, s=100.0 ... 验证率: 86.79%, 耗时/轮: 0.73s"
,,,,,"[497/560] 训练中: N=3000, T=1000, s=1.1 ... 验证率: 91.71%, 耗时/轮: 2.55s"
,,,,,"[498/560] 训练中: N=3000, T=1000, s=2.1 ... 验证率: 89.90%, 耗时/轮: 0.97s"
,,,,,"[499/560] 训练中: N=3000, T=1000, s=3.99 ... 验证率: 89.90%, 耗时/轮: 0.67s"
,,,,,"[500/560] 训练中: N=3000, T=1000, s=7.6 ... 验证率: 91.19%, 耗时/轮: 0.64s"
,,,,,"[501/560] 训练中: N=3000, T=1000, s=14.47 ... 验证率: 89.38%, 耗时/轮: 0.76s"
,,,,,"[502/560] 训练中: N=3000, T=1000, s=27.57 ... 验证率: 84.46%, 耗时/轮: 0.77s"
,,,,,"[503/560] 训练中: N=3000, T=1000, s=52.5 ... 验证率: 82.90%, 耗时/轮: 0.75s"
,,,,,"[504/560] 训练中: N=3000, T=1000, s=100.0 ... 验证率: 85.23%, 耗时/轮: 0.75s"
,,,,,"[505/560] 训练中: N=5000, T=5, s=1.1 ... 验证率: 84.20%, 耗时/轮: 3.20s"
,,,,,"[506/560] 训练中: N=5000, T=5, s=2.1 ... 验证率: 91.19%, 耗时/轮: 0.99s"
,,,,,"[507/560] 训练中: N=5000, T=5, s=3.99 ... 验证率: 87.05%, 耗时/轮: 0.46s"
,,,,,"[508/560] 训练中: N=5000, T=5, s=7.6 ... 验证率: 87.05%, 耗时/轮: 0.31s"
,,,,,"[509/560] 训练中: N=5000, T=5, s=14.47 ... 验证率: 87.56%, 耗时/轮: 0.27s"
,,,,,"[510/560] 训练中: N=5000, T=5, s=27.57 ... 验证率: 88.60%, 耗时/轮: 0.27s"
,,,,,"[511/560] 训练中: N=5000, T=5, s=52.5 ... 验证率: 89.90%, 耗时/轮: 0.30s"
,,,,,"[512/560] 训练中: N=5000, T=5, s=100.0 ... 验证率: 89.12%, 耗时/轮: 0.34s"
,,,,,"[513/560] 训练中: N=5000, T=20, s=1.1 ... 验证率: 75.39%, 耗时/轮: 2.64s"
,,,,,"[514/560] 训练中: N=5000, T=20, s=2.1 ... 验证率: 81.87%, 耗时/轮: 0.97s"
,,,,,"[515/560] 训练中: N=5000, T=20, s=3.99 ... 验证率: 87.82%, 耗时/轮: 0.44s"
,,,,,"[516/560] 训练中: N=5000, T=20, s=7.6 ... 验证率: 87.82%, 耗时/轮: 0.31s"
,,,,,"[517/560] 训练中: N=5000, T=20, s=14.47 ... 验证率: 88.86%, 耗时/轮: 0.27s"
,,,,,"[518/560] 训练中: N=5000, T=20, s=27.57 ... 验证率: 90.16%, 耗时/轮: 0.28s"
,,,,,"[519/560] 训练中: N=5000, T=20, s=52.5 ... 验证率: 89.12%, 耗时/轮: 0.32s"
,,,,,"[520/560] 训练中: N=5000, T=20, s=100.0 ... 验证率: 90.16%, 耗时/轮: 0.40s"
,,,,,"[521/560] 训练中: N=5000, T=50, s=1.1 ... 验证率: 74.09%, 耗时/轮: 2.46s"
,,,,,"[522/560] 训练中: N=5000, T=50, s=2.1 ... 验证率: 91.19%, 耗时/轮: 0.91s"
,,,,,"[523/560] 训练中: N=5000, T=50, s=3.99 ... 验证率: 87.56%, 耗时/轮: 0.43s"
,,,,,"[524/560] 训练中: N=5000, T=50, s=7.6 ... 验证率: 84.97%, 耗时/轮: 0.30s"
,,,,,"[525/560] 训练中: N=5000, T=50, s=14.47 ... 验证率: 89.90%, 耗时/轮: 0.28s"
,,,,,"[526/560] 训练中: N=5000, T=50, s=27.57 ... 验证率: 90.67%, 耗时/轮: 0.31s"
,,,,,"[527/560] 训练中: N=5000, T=50, s=52.5 ... 验证率: 87.56%, 耗时/轮: 0.37s"
,,,,,"[528/560] 训练中: N=5000, T=50, s=100.0 ... 验证率: 88.34%, 耗时/轮: 0.50s"
,,,,,"[529/560] 训练中: N=5000, T=100, s=1.1 ... 验证率: 62.69%, 耗时/轮: 2.34s"
,,,,,"[530/560] 训练中: N=5000, T=100, s=2.1 ... 验证率: 89.38%, 耗时/轮: 0.88s"
,,,,,"[531/560] 训练中: N=5000, T=100, s=3.99 ... 验证率: 86.27%, 耗时/轮: 0.42s"
,,,,,"[532/560] 训练中: N=5000, T=100, s=7.6 ... 验证率: 87.31%, 耗时/轮: 0.31s"
,,,,,"[533/560] 训练中: N=5000, T=100, s=14.47 ... 验证率: 91.45%, 耗时/轮: 0.31s"
,,,,,"[534/560] 训练中: N=5000, T=100, s=27.57 ... 验证率: 89.12%, 耗时/轮: 0.37s"
,,,,,"[535/560] 训练中: N=5000, T=100, s=52.5 ... 验证率: 88.86%, 耗时/轮: 0.53s"
,,,,,"[536/560] 训练中: N=5000, T=100, s=100.0 ... 验证率: 84.46%, 耗时/轮: 0.66s"
,,,,,"[537/560] 训练中: N=5000, T=200, s=1.1 ... 验证率: 89.12%, 耗时/轮: 2.28s"
,,,,,"[538/560] 训练中: N=5000, T=200, s=2.1 ... 验证率: 88.86%, 耗时/轮: 0.84s"
,,,,,"[539/560] 训练中: N=5000, T=200, s=3.99 ... 验证率: 86.79%, 耗时/轮: 0.42s"
,,,,,"[540/560] 训练中: N=5000, T=200, s=7.6 ... 验证率: 88.60%, 耗时/轮: 0.34s"
,,,,,"[541/560] 训练中: N=5000, T=200, s=14.47 ... 验证率: 88.08%, 耗时/轮: 0.37s"
,,,,,"[542/560] 训练中: N=5000, T=200, s=27.57 ... 验证率: 89.12%, 耗时/轮: 0.50s"
,,,,,"[543/560] 训练中: N=5000, T=200, s=52.5 ... 验证率: 89.90%, 耗时/轮: 0.69s"
,,,,,"[544/560] 训练中: N=5000, T=200, s=100.0 ... 验证率: 88.86%, 耗时/轮: 0.99s"
,,,,,"[545/560] 训练中: N=5000, T=500, s=1.1 ... 验证率: 91.97%, 耗时/轮: 2.60s"
,,,,,"[546/560] 训练中: N=5000, T=500, s=2.1 ... 验证率: 91.97%, 耗时/轮: 0.92s"
,,,,,"[547/560] 训练中: N=5000, T=500, s=3.99 ... 验证率: 91.45%, 耗时/轮: 0.52s"
,,,,,"[548/560] 训练中: N=5000, T=500, s=7.6 ... 验证率: 91.45%, 耗时/轮: 0.48s"
,,,,,"[549/560] 训练中: N=5000, T=500, s=14.47 ... 验证率: 90.93%, 耗时/轮: 0.63s"
,,,,,"[550/560] 训练中: N=5000, T=500, s=27.57 ... 验证率: 89.90%, 耗时/轮: 0.84s"
,,,,,"[551/560] 训练中: N=5000, T=500, s=52.5 ... 验证率: 89.90%, 耗时/轮: 1.08s"
,,,,,"[552/560] 训练中: N=5000, T=500, s=100.0 ... 验证率: 87.56%, 耗时/轮: 1.17s"
,,,,,"[553/560] 训练中: N=5000, T=1000, s=1.1 ... 验证率: 92.23%, 耗时/轮: 3.35s"
,,,,,"[554/560] 训练中: N=5000, T=1000, s=2.1 ... 验证率: 92.75%, 耗时/轮: 1.19s"
,,,,,"[555/560] 训练中: N=5000, T=1000, s=3.99 ... 验证率: 90.67%, 耗时/轮: 0.75s"
,,,,,"[556/560] 训练中: N=5000, T=1000, s=7.6 ... 验证率: 88.86%, 耗时/轮: 0.79s"
,,,,,"[557/560] 训练中: N=5000, T=1000, s=14.47 ... 验证率: 90.41%, 耗时/轮: 0.95s"
,,,,,"[558/560] 训练中: N=5000, T=1000, s=27.57 ... 验证率: 88.34%, 耗时/轮: 1.20s"
,,,,,"[559/560] 训练中: N=5000, T=1000, s=52.5 ... 验证率: 87.05%, 耗时/轮: 1.21s"
,,,,,"[560/560] 训练中: N=5000, T=1000, s=100.0 ... 验证率: 87.82%, 耗时/轮: 1.23s"
,,,,,
,,,,,? 网格搜索完成！
,,,,,"?? 最优参数组合: {'clauses': 3000, 'T': 500, 's': 2.1}"
,,,,,?? 最高验证集识别率: 93.26%
,,,,,
,,,,,?? 正在生成三维耦合视图...
,,,,,?? 4张高规格的三维剖面图已全部生成完毕！
