Clauses,T,s,Accuracy(%),Time_per_Epoch(s)
5000,200,100.0,88.86010362694302,0.987825083732605
5000,500,1.1,91.96891191709845,2.59681605497996
5000,500,2.1,91.96891191709845,0.916043225924174
5000,500,3.99,91.45077720207254,0.5240706364313762
5000,500,7.6,91.45077720207254,0.48425681591033937
5000,500,14.47,90.93264248704664,0.633816663424174
5000,500,27.57,89.89637305699482,0.8441903114318847
5000,500,52.5,89.89637305699482,1.080725121498108
5000,500,100.0,87.56476683937824,1.1663060108820598
5000,1000,1.1,92.2279792746114,3.354155667622884
5000,1000,2.1,92.74611398963731,1.1933602492014568
5000,1000,3.99,90.67357512953367,0.7492178678512573
5000,1000,7.6,88.86010362694302,0.7873846769332886
5000,1000,14.47,90.41450777202073,0.9479750235875447
5000,1000,27.57,88.3419689119171,1.196748685836792
5000,1000,52.5,87.04663212435233,1.2111792325973512
5000,1000,100.0,87.8238341968912,1.2347672939300538
